Summary,Status,Priority,Created,Resolved,Labels,Description
SourceTree does not appear in Win10 Start Menu,Done,Low,2020-09-11 22:47:00,2023-02-10 10:51:00,General,"Steps:1.Open sourcetree win 102. introduce ssh key3. no repo opened, so the page with local repository will be showed4. opena  a local repository( no internet connection is need, no server need to be reached)a Expected: Everytime after step 4 sourcetree will load the repoActual: At step 4), some times the sourcetree becomes unresponsive and crash after 1.5- 2 seconds.a a a a "
Sourcetree v3.3.8 is forgetting extended integration settings,Done,Low,2020-09-11 13:15:00,2023-02-10 10:51:00,Git,"Sometimes, when I was scrolling the stages panel, the application blocks and then I need to restart it."
Remote Repos Filter not working,Done,Low,2020-09-11 08:42:00,2023-02-10 10:51:00,Bitbucket,"This started happening once I had updated to the latest version of Sourcetree 3.3.9.3870.Windows 10 Home, version 10.0.18363, 64-bit.!image-2020-09-11-13-39-43-161.png!"
Opening a saved repository from context menu opens a different repository,Done,Low,2020-09-10 15:37:00,2023-02-10 10:51:00,UX,"Line in diff clipped at the end.Despite fully scrolling right, over 20 characters aren't displayed in the diff view. Have seen this situation multiple times. Reproductible with a chunk causing the issue but not all chunks with long lines cause this issue.See attached screenshot for blurred details.Current sourcetree version: 3.3.7, indicated as affecting latest released version (3.2.2).Situation seen in: File Status -> Staged or Unstaged files. Note: staging or unstaging a chunk doesn't correct the issue.Screenshot:!image-2020-09-10-11-30-25-729.png!"
When sourcetree is maximised it interferes with the taskbar  ,Done,Low,2020-09-10 08:36:00,2023-02-10 10:51:00,Git,My SourceTree hangs whenever I tried to preview changes on different many files. The content is not very long but after clicking here and there it hangs/freezes. No 'Not Responding' at the taskbar. Just unclickable. I'm using Windows 10a I have no issue with my home laptop using Mac.a 
Can't install sourcetree 3.3.8 on Win 7 64 bit and Win 10 64 bit ,Done,Low,2020-09-09 15:57:00,2023-02-10 10:51:00,ChangeSetViewManager,"When reviewing and staging files prior to committing and pushing, I like to go through each one to ensure I didn't leave any TODOs or missing items. This goes a lot smoother if I could click ""Stage Selected"", have it stage that file then select the top one in the Unstaged files to review, so for lots of minor changes reviewing all of the files is faster."
Each restart of sourcetree resets the account in repository settings,Done,Low,2020-09-08 09:21:00,2023-02-10 10:51:00,General,"I have one monitor that runs at 144Hz, and one that runs at 60Hz. When I open sourcetree on the 60Hz monitor it works correctly, however on the 144Hz monitor it causes both monitors to turn on and off repeatedly (I'm guessing the graphics card is resetting over and over again). To fix I must turn off the 144Hz monitor, move sourcetree on to the 60Hz monitor and then turn the 144Hz monitor on again.I believe this is a recent regression, as I use sourcetree everyday and didn't notice this behavior before.a I am using sourcetree 3.3.7, however that doesn't appear in the dropdown when creating this ticket."
"After staging, close button does not respont to enter key",Done,Low,2020-09-07 15:45:00,2023-02-10 10:51:00,remote,"I have just set up Sourcetree on a new computer, and started cloning my remote repository. I did one part by hand, to confirm that the access keys, passwords etc. are all in place. When I click on the ""Remote"" tab, or ""remote account"" on the ""Clone"" tab, Sourcetree closes without any error message."
Bookmarks regularly lost,Done,Low,2020-09-04 15:29:00,2023-02-10 10:51:00,General,"h5. Step 1: Go to SettingsStep 2: Navigate to the Advanced Window and Uncheck ""Use global user settings"" as well as remove ""AD/"" from the start of your name.Step 3:Â  Click OK.h5. Step 4: Go to Settings.Step 5: Navigate to the Advanced WindowActual results:Â  Changes to settings are lost.Expected results:Â  Changes remain."
incorrect recording when rotating the screen,Done,Low,2020-09-04 09:08:00,2023-02-10 10:51:00,UX,When creating a new repository I find all me files as unstaged and I need to add them from the Unstaged pane.It would be helpful to have the files displayed as in windows file explorer with all the columns in order to sort them by extension or name.At the moment I can only sort them by path and filename.
Sourcetree v3.3.8 issue while check-out and cloning,Done,Low,2020-09-01 12:13:00,2023-02-10 10:51:00,General,"Push changes immediately to field frequently becomes ""-"" and is not clear hot wo make it point to correct location.!image-2020-09-01-08-11-44-155.png!"
"Display problems of ""unusual"" characters in main window diff pane",Done,Low,2020-08-30 09:45:00,2023-02-10 10:51:00,General,"h4. Environment * Windows 7 Professional 64-bit ** Outdated, I know * Sourcetree v3.3.8.3848h4. Steps to Reproduce # Commit a text file # Write a huge amount of lines (e.g. 20,000 lines) to the file # Add and commit the change # Show ""History"" pageh4. Current Behavior * Sourcetree tries to display the huge diff fully, and a user can't do anything but just wait for a long time or terminate this app because it never releases the whole control before finishing everythingh4. Appreciated BehaviorAny one (or more) of these: * Sourcetree tries to display the huge diff fully, but a timeout occurs because it took too long time to load ** It would be great if the timeout length can be modified in preferences. * Sourcetree tries to display the huge diff fully, but a user can interrupt it anytime by pressing Esc key or a kind of ""Cancel"" button * Sourcetree tries to display the huge diff fully, but a user can interrupt it anytime by clicking on another file or commit with light changes because loading is processed only in the diff pane at the lower right * Sourcetree displays diffs partly only within the scrolled area of the diff pane * Sourcetree doesn't start to display diffs automatically before selecting a file in commits ** It's just like the diff pane of the ""File Status"" page says ""Select a file to view the diff"" when no files are selected. * Sourcetree doesn't start to display the huge diff automatically because this app knows its hugeness before the loading ** It's just like GitHab says ""Large diffs are not rendered by default"" when showing commit detail page. * Or another cool solution..."
Checking out a branch from Bitbucket Cloud UI will freeze SourceTree WIN 3.3.8,Done,Low,2020-08-29 11:04:00,2023-02-10 10:51:00,Bitbucket,"*Steps to reproduce:*a  # Open app Proizd # Select the field ""Calendar"" # Scroll the page up continuously # Scroll the page down continuously*Expected results:*a  * Calendar is on the screen in both cases*Actual results* * Calendar disappears from the screen*Environment:*a  * IPhone XR * ios 13.6.1"
"Cannot get past ""Registration"" step of installer",Done,Low,2020-08-29 09:07:00,2023-02-10 10:51:00,General,"Suggestion : ability to hide (or disable) the diff pane (or its real time update) in File Status view.Reason : when multi selecting files (in order to stage, discard or whatever action we want to apply), each selection change updates the diff pane content. When those files of big or binary, that update made by the diff can easily freeze SourceTree for multiple seconds, and the bigger you extend your selection, the worse it is.I've been in cases where I had to fight for more than a minute to get a selection of less than 10 files.While it is really unlikely that we want to show multiple files diffs at once in the same view (for ergonomic/readability reason), it is really common to select multiple file to take actions on them. This diff update freeze makes it really painful to apply actions on multiple files in your software."
Severe performance problem trying to review changes in text file with extension .xml,Done,Low,2020-08-28 09:38:00,2023-02-10 10:51:00,General,The source binaries provided for subjected applicationa *a œSourceTreeSetup-3.3.8.exea *a trying to connect to internet to install the software. We are looking ata an offline installer(Installer which doesna ™t need internet connectivity to install) of source tree.Can you please let us know if we can get an offline installer for Sourcetree which is packaged readily to install.
Instalation failure,Done,Low,2020-08-27 20:21:00,2023-02-10 10:51:00,branch,"h3. Issue SummaryLocal branches not matching the remote branch being tracked are ignored by Push.h3. Steps to ReproduceIf I have local branches which don't match the name of the remote branch being tracked, the ""push"" dialog on SourceTree completely ignores those branches. Repeatable behaviour. Those branches push fine with SmartGit.h3. Expected ResultsYou should be able to push local branches here.h3. Actual ResultsI have a branch which is a tracking branch, but a diffrent name to the tracking branch. ST doesn't display it AT ALL for pushing, but knows it needs to be pushed.h3. WorkaroundCurrently there is no known workaround for this behavior. A workaround will be added here when available"
Optional extended integration settings disappear on restart of SourceTree,Done,Low,2020-08-27 15:00:00,2023-02-10 10:51:00,Git,"This happens now that I was prompted to upgrade to version 3.3.9, which is in the list below as unreleased, but is the version that the software told me to use and the version that downloads from the main website.My remote repository is not available. I know this and need to be able to add another remote repository. When I go to the Remote tab the entire program crashes and closes."
"Open Selected Version does nothing, even though extension is registered with Windows",Done,Low,2020-08-25 10:18:00,2023-02-10 10:51:00,General,"Popup confirmation window appears out of main window bounds and is unable to drag.It seems, that popup position is calculated according to the biggest screen height (I have a 2 monitor setup, where one of them is rotated vertically)a The screenshot displays the position of the popup window:a http://prntscr.com/u5hjba"
Source tree wrongly includes files when deleting file in unstaged files region,Done,Low,2020-08-20 12:57:00,2023-02-10 10:51:00,General,"After updating to 3.3.9 (Windows), there are several popups appear then quickly disappear consecutively every some amount of time, maybe an hour. It is extremely annoying. I have tried removing all Atlassian folders in AppData and reinstalled SourceTree but the problem persists. There seems to be nothing interesting in the logs. The only fix is to close SourceTree.There is another person reporting the same problema [https://community.atlassian.com/t5/Sourcetree-questions/Sourcetree-launch-popup-flashes-for-sometime-then-nothing/qaq-p/1461203?tempId=eyJvaWRjX2NvbnNlbnRfbGFuZ3VhZ2VfdmVyc2lvbiI6IjIuMCIsIm9pZGNfY29uc2VudF9ncmFudGVkX2F0IjoxNTk3OTI3NTYyMDI2fQ%3D%3D]"
Open console button doesn't work,Done,Low,2020-08-20 08:58:00,2023-02-10 10:51:00,General,Ifa you provide a option to launch external diff tool instead of launching editor ona double click in Unstage Files and Staged Files views thata would be superb.a 
Failure to install and also failure to set install location,Done,Low,2020-08-18 16:57:00,2023-02-10 10:51:00,Git,"There was a vulnerability in Sourcetree for macOS and windows that could reveal Git user credentials via maliciously crafted URL by an attacker, This vulnerability is triggered when the affected version of Git is used to execute a git clone command on a malicious URL.Affected versions of Atlassian Sourcetree For Mac allow remote attackers to view sensitive information via an Information Disclosure vulnerability in Git.Affected versions of Atlassian Sourcetree for Windows allow remote attackers to view sensitive information via an Information Disclosure vulnerability in Git.*Affected versions:* * Windows version 3.2.2 and earlier*Fixed versions:* * Windows versiona 3.3.9*Released Sourcetree for Windows versiona 3.3.9*a that contains fixes for these issues and can be downloaded froma [https://www.sourcetreeapp.com/].For additional details, see thea [full advisory|https://confluence.atlassian.com/pages/viewpage.action?spaceKey=SOURCETREEKB&title=SourceTree+Security+Advisory+2020-09-02]"
When click in Bitbucket login open an Localhost URL,Done,Low,2020-08-14 09:07:00,2023-02-10 10:51:00,General,"hello and thank you for this software,Can you add the possibility in ""Tools > options"" to change the font size of the text in windows (History window, commit...)?I'm old ;)Best regards"
Unable to use Sourcetree and downlod repository on second machine,Done,Low,2020-08-12 20:23:00,2023-02-10 10:51:00,remote,"A silly behaviour I have noticed, for some years now. * Create a new branch in Visual Studio. Create some commits. * Try to push the branch to GitHub in SourceTree by using the 'Push' button. * Check the new branch in the popup. The local name is copied as remote name. * Press 'Push' in the popup. An error is displayed: ""The Remote branch '' (Local branch = 'MyName') is invalid. Ref names must follow git ref-format rules: [https://www.kernel.org/pub/software/scm/git/docs/git-check-ref-format.html] Completed with errors, see above."" * Now CUT the remote name, and PASTE IT BACK. Now pushing works! I don't know why, I don't see spaces or anything.A silly little trick to get it working. But I must have been banging my head before I ever found it!"
"Cannot push branch other than ""master""",Done,Low,2020-08-10 14:35:00,2023-02-10 10:51:00,Bitbucket,"Hello,Â I am unable to clone a remote repository. I have tried the suggested clearing the filesÂ userhost andÂ passwd, deleting accounts saved in authentification and restarting sourcetree. I have been dealing with this issue for some days now.I attach the message it shows:Command: git -c diff.mnemonicprefix=false -c core.quotepath=false --no-optional-locks ls-remoteÂ [https://sourcecode.jnj.com/scm/itx-acm/delphi.git]Output:Error: fatal: remote error: CAPTCHA requiredYour Bitbucket account has been locked. To unlock it and log in again you mustsolve a CAPTCHA. This is typically caused by too many attempts to login with anincorrect password. The account lock prevents your SCM client from accessingBitbucket and its mirrors until it is solved, even if you enter your passwordcorrectly.If you are currently logged in to Bitbucket via a browser you may need tologout and then log back in in order to solve the CAPTCHA.Visit Bitbucket atÂ [https://sourcecode.jnj.com|https://sourcecode.jnj.com/]Â for more details.Â "
"Add a ""session"" paradigm with save/restore",Done,Low,2020-08-10 02:04:00,2023-02-10 10:51:00,General,"Hi I'm currently experiencing issue with opening SourceTree on Windows. I have it installed and while I'm opening it, it gets instantly Done without any issue notification popping up. I have tried some self-troubleshooting but no luck so far. I have tried to remove the AppData/Source folders and re-installed but it didnt allow me set up the config again. Not sure how to proceed. Thanks!a "
Unable to login when installing,Done,Low,2020-08-04 14:55:00,2023-02-10 10:51:00,General,"Now sourcetree for windows only has a setup exe, can you provide a portable version(.zip format) so that I can unzip it to a USB stick and use it on any computer without install it first."
Diff not working on UTF-16 LE files without BOM,Done,Low,2020-08-01 12:01:00,2023-02-10 10:51:00,ChangeSetViewManager,"*{color:#0747a6}Enviroment{color}:a  {color:#0747a6}-{color}* {color:#c1c7d0}Huawei Honor 7A Model AUM-L29{color}{color:#0747a6}a a a a a a a a a a a a - {color:#4c9aff}Android 8.0.0a {color}{color}{color:#0747a6}a a a a a a a a a a a a - {color:#505f79}Screen Resolution 1440x720{color}{color}{color:#505f79}{color:#57d9a3}*App:*{color}a a Jeleznodorojnye bilety v1.11.3{color}{color:#ffab00}*Steps to reproduce*{color}:a a  1.a {color:#ff8b00} Open app ""{color:#0747a6}Jeleznodorojnye bilety{color}""{color}a a a a a a a a a a a a a a a a a a  2.a  {color:#ff8b00}Click to menu in the upper left cornera {color}a a a a a a a a a a a a a a a a a a  3. {color:#ff8b00}Click ""{color:#0747a6}My account{color}""{color}a a a a a a a a a a a a a a a a a a  4.a  {color:#ff8b00}Selecta from the proposed authorization ""{color}{color:#0747a6}SING IN WITH FACEBOOK{color}{color:#ff8b00}""{color}{color:#00875a}*Expected result*{color}:a a {color:#00875a}Login successfully.{color}{color:#de350b}*Actual result*{color}: {color:#de350b}Error - ""Login Failed. You can`t use Facebook to log into this app or website because there`s an issue with it`s implementation of Facebook Login.""{color}*Screenshot*:a {code:java}// https://drive.google.com/file/d/1lWwdm8lBIKBiQTgc0ZZxVfqvlWkWTgqm/view?usp=sharing{code}"
Consume CPU More then 80%,Done,Low,2020-07-31 09:23:00,2023-02-10 10:51:00,UX,"I have a project checked out in source tree, I have three local branches (2 from origin, 1 from secondary remote) from 2 different remotes.When I go to push to the secondary remote (the one added after the checkout of the first remote), I cannot push the local branch from the secondary remote to the second (their) origin. Only the local branch(s) from the first remote are available. This caused me to inadvertently push my origins local branch to a secondary remote because I didn't notice it was missing and was confused knowing I needed to push to their master.a See screenshot for an example:!image-2020-07-31-10-20-49-675.png!"
Newer Sourcetree versions use different API when gathering remote repositories from BitBucket Server,Done,Low,2020-07-30 03:22:00,2023-02-10 10:51:00,Bitbucket,"Hi TeamI am trying to register my sourcetree, but it fails with ""oops, you have found a dead link"" : This happens whether i try from sourcetree itself or if I try via web ([https://my.atlassian.com/license/sourcetree|https://id.atlassian.com/signup?application=mac&continue=https://my.atlassian.com/license/sourcetree]).a My Atlassian id is [satishkumar.ramachandran@sc.com.|mailto:satishkumar.ramachandran@sc.com.]a Please help to fix."
Git branch history does not update unless forced,Done,Low,2020-07-28 14:45:00,2023-02-10 10:51:00,Git,"When browsing for remote repositories, SourceTree nicely shows the list of all available Github repositories for my account. When I enter text in the Search box however (text that I know should give me a match), the list goes empty and a red cross icon overlay appears on my Github account. As soon as I clear the search box, the icon overlay dissappears and I get the full list of repos again. Since we have a large amount of repos the search is quite important.Note: my SourceTree Windows version is actually 3.3.8, but Jira doesn't allow me to select that version.*Reproduction* * Open a new tab * Click on the Remote button * Select the appropriate Github account from the list of remote accounts * Watch the list of Github repos populate * Enter text in the Search box that should return a match*Expected result* * The list of repositories is filtered by the entered text*Actual result* * The list of repos turns empty * A red cross icon overlay appears on top of the Github account gravatar * A hover over of the red cross shows mentioning ... validation failed ... (see image)!image-2020-07-28-16-43-56-370.png!"
Failed to force push ,Done,Low,2020-07-28 09:57:00,2023-02-10 10:51:00,Git,"Hello,a when I exectue push then everything looks fine and no error dialog is shown. After the push button is confirmed and dialog is Done then there are still unpushed commits.a Please, can anyone help me solve this problem?"
UI does not reflect current branch after changing,Done,Low,2020-07-28 05:43:00,2023-02-10 10:51:00,remote,"Hello,when I switch to remote tab (remote repositories) then Sourcetree suddenly crashes. There are two log entries that occures when the crash happens. The entries are:a ERROR [2020-07-28 07:33:45,605] [1] [SourceTree.Model.Repository] [Log] - Repository: [] does not existERROR [2020-07-28 07:33:56,343] [1] [SourceTree.Exceptions.RemoteHostException] [Log] - Failed to list teams for user [olafvolafka]Does anyone have the same problem? Or does anyone have solution to this?a a "
Cant open two tabs with same name in different repositories,Done,Low,2020-07-25 12:54:00,2023-02-10 10:51:00,UX,"*Steps to reproduce*:a a  1.a  Open site:a https://cek.dp.ua/a a a a a a a a a a a a a a a a a a  2.a  Press F12a a a a a a a a a a a a a a a a a a a  3. Click on tab 'Source"" in the open windowa a a a a a a a a a a a a a a a a a  4.a  Click on the tab in the left block ""Page""a a a a a a a a a a a a a a a a a a  5. Follow link:a  top>cek.dp.ua>images>slider>[zvernennia.jpg|https://cek.dp.ua/images/slider/zvernennia.jpg]*Expected result*:a  Site loading will be less than 5 seconds*Actual result*:a a a When you enter the main page - the site is loaded for more than 20 seconds*Notes*:a  1. Image can be compressed on:a [https://compressjpeg.com/]"
stage and unstage not moving file to respective block,Done,Low,2020-07-25 12:26:00,2023-02-06 11:18:00,Web,*Preconditions*: Thise site was made on knees at the university - prepare ur eyes to be ready for what u see =D*Steps to reproduce*: 1.a  Open site:a https://cek.dp.ua/a a a a a a a a a a a a a a a a a a  2.a  Press CRTL + U*Expected result*: Site loading will be less than 5 seconds*Actual resul*t: When you enter the main page - the site is loaded for more than 20 seconds*Notes*: 1. Move all scripts to the site footer or reduce their numbera a a a a a a 2. Update Joomla!a  to the latest version 3.9.20 on 2020.07.25
Sourcetree 3.3.8 doesn't install,Done,Low,2020-07-25 06:51:00,2023-02-06 11:18:00,General,"A long time agoa I observe that during a long idle ssh-agent process loads 100% of one of the cores of my 4-core Intel core i7 on Windows 10. Reinstall OS do not solve this problem. Every timea if i leave my laptop running with Source Tree at night, then in the morning I get guaranteed this situation. Currently I use 3.3.8 version, but the bug independent from this.!image-2020-07-25-08-51-30-138.png!"
"Diff isn't showing tabs correctly if ""show invisibles"" is enabled",Done,Low,2020-07-22 15:04:00,2023-02-06 11:18:00,Git,"Heyho,I set up a shared submodule, and whenever I stage a file in Sourcetree it shows that all files contents are deleted, so effectively Sourcetree states that I am staging a deleted file. When I unstage, the file is deleted. When I add the file via the terminal, it all works flawlessly. I think the tricky thing here is the shared submodule part, with which Sourcetree has trouble. While it could be that I am doing something wrong, I have the belief that Sourcetree is doing more than a simple 'git add' (as that works from the command line).I set up the shared submodule as followed:1. Clone the project that should serve as the shared submodule locally to some directory2. In the shared submodule, modify the local config of this project by adding 'worktree = ..' under [core]For all projects sharing this submodule:3. Add the submodule (this means, effectively I now have two checked out copies of that project)4. Delete the respective submodule folder in ./git/submodule/5. Delete the content of the submodule directory apart from the .git file6. Modify the .git in the submodule directory to point to the path of the project setup in 1)a (reason for shared submodule is that we have the same code base across different projects, and this way I can change a file in the code base once and it is applied to all projects without having to pull their respective submodule first)"
Not able to install sourcetree in my windows,Done,Low,2020-07-20 06:58:00,2023-02-06 11:18:00,Bitbucket,"I am able to login in Stash link but opening same link in Source tree shows error ""This is not valid source path/URL"""
Version 3.3.7 for Windows forced to refresh for every action,Done,Low,2020-07-16 19:50:00,2023-02-06 11:18:00,General,"Upon running Sourcetree installer I will get a cmd line popup with SquirrelUpdate, it stays blank, then I will get the blue Sourcetree panel popup for about 5 seconds. Then both will close and no further actions are taken by the pc. This happens even when attempting to install previous versions or enterprise version.a One thing of note, here is output of sourcetree.log2020-07-16T14:34:32: CompositionException [Import ""SourceTree.Security.DefaultSshKeyManager.Agents"" could not be satisfied.]ERROR [2020-07-16 14:34:44,210] [1] [Sourcetree.Composition.VSMef.Net471.CompositionExceptionHelper] [Log] - CompositionException [Import ""SourceTree.Security.DefaultSshKeyManager.Agents"" could not be satisfied.]2020-07-16T14:35:03: CompositionException [Import ""SourceTree.Security.DefaultSshKeyManager.Agents"" could not be satisfied.]ERROR [2020-07-16 14:35:15,840] [1] [Sourcetree.Composition.VSMef.Net471.CompositionExceptionHelper] [Log] - CompositionException [Import ""SourceTree.Security.DefaultSshKeyManager.Agents"" could not be satisfied.]"
Error in max allowed humidity percentage,Done,Low,2020-07-15 20:36:00,2023-02-06 11:18:00,Git,"git -c diff.mnemonicprefix=false -c core.quotepath=false --no-optional-locks push -v --tags --set-upstream origin feature/featurename:feature/featurenamePushing to https://devtechhbe.visualstudio.com/\{private-info}/_git/\{private-info} 1 [main] sh 1216 dofork: child 1217 - died waiting for dll loading, errno 1140001315 [sig] sh 1216 get_proc_lock: Couldn't acquire sync_proc_subproc for(5,1), last 6, Win32 error 040001517 [sig] sh 1216 proc_subproc: couldn't get proc lock. what 5, val 140001931 [main] sh 1216 cygwin_exception::open_stackdumpfile: Dumping stack trace to sh.exe.stackdumperror: failed to push some refs to 'https://devtechhbe.visualstudio.com/\{private-info}/_git/\{private-info}'Completed with errors, see above."
Windows Defender SmartScreen prevented an unrecognized app from starting,Done,Low,2020-07-15 16:53:00,2023-02-06 11:18:00,General,"Attempting to run a Custom Action does nothing. They used to work perfectly, and neither the scripts or the settings of the custom actions have changed.a How to replicate:Right click on a commit -> Custom Actions -> The action"
Unstaged file shows 2 extensions,Done,Low,2020-07-14 17:45:00,2023-02-06 11:18:00,Bitbucket,"Recently, I started getting the message that because my company uses Single Sign-on I needed to create an App Password to log in, I did, and then when I try to commit my changes in Source tree I still get the message.I have Source tree version 3.3.4 (it doesn't show up on the drop down list below)"
"Log selected does not popup window but opens in background, seems not working.",Done,Low,2020-07-14 12:31:00,2023-02-06 11:18:00,Bitbucket,"When I choose ""Check out in Sourctree"" button it always proposes to clone new repository. When I choose to checkout existing and point to cloned repository it complains about missing details (see image below). The repository was cloned few minutes ago using Sourcetree. When I choose ""clone new"" it will be successfully cloned with selected branch, but trying it again, this using ""checkout existing"" it will complain again (see image).The only instance where I can choose an option to ""Checkout Existing"" is when I clone fresh repository and don't close Sourctree, but the checkout will fail and Sourctree will close without pulling new branch.Pull/push/fetch and other operations from within Sourctree itself work flawlessly. I only have trouble when using ""Check out in Sourctree"" button in bitbucket.!image-2020-07-14-14-26-23-935.png!"
When using Submodules the main repository view is not updated automatically,Done,Low,2020-07-14 12:21:00,2023-02-06 11:18:00,Bitbucket,"We use Sourcetree as out Git GUI and BitBucket as our Git hosting service. When I click on ""Check out in Sourcetree"" button, Sourcetree will show the appropriate dialog that allows to choose how to check out / clone. After this dialog is Done, no matter the result, Sourctree will close. It is either a terrible UI design, or a crash without any error message. (I suspect the latter hence"
Sourcetree for Linux,Done,Low,2020-07-11 07:33:00,2023-02-06 11:18:00,Bitbucket,"Hello,I am trying setting up sourcetree.I had the code few years ago, and now I try to install the sourcetree again.a After running setup, source-tree is opened,but I see three account on the left pane (don't know if it matters), and after few seconds the program is aborted.a Please, help.a Thanks."
Automatic refresh breaks on the first repository tab,Done,Low,2020-07-10 08:42:00,2023-02-06 11:18:00,General,"After restarting Sourcetree, It always goes back to the default ""Generic Account/Generic Host"" despite having previously selected my own github account and saved. This applies both to the Upstream and Origin settings. As you can see, the world icon (Remote) on the top right has a red mark, which goes away once you have selected your own github account as mentioned above, but it comes back after restarting.[Screenshot|[https://pasteboard.co/JgYEp4G.png]]Happens on 3.3.4."
Sourcetree switches back to Generic Account on optional extended integration,Done,Low,2020-07-09 08:29:00,2023-02-06 11:18:00,Bitbucket,Cannot install Sourcetree for Windows v.2.4.8.0 on Windows 8! When registering the product on the 3d step (Atlassian account) it opens the dead link - and can't proceed further. Newer versions won't work on Windows 8 at all.
"Sourcetree GUI does not keep sync with staging, commits, branches, merges",Done,Low,2020-07-08 12:55:00,2023-02-06 11:18:00,Bitbucket,"Performing any operation on a Bitbucket repo using SourceTree causes errors.Upon performing any action requiring a connection to the remote (pull, push, etc.) login prompts appear over and over and never stop.a  I have an app password for Sourcetree and that doesn't work. My main Bitbucket password also doesn't work. Additionally I have an SSH key set up on both Bitbucket and the computer where I'm running SourceTree.This is not the first time I've experienced this.a  Getting SourceTree to properly authenticate with Bitbucket is like pulling teeth.a  Before I remove this from my computer and replace it with something that actually works, I want to give this one last shot.There's even a bug with the ticket reporting system. I'm running SourceTree 3.3.9 and it's telling me that version doesn't exist!"
Not detecting the SSH keys and the application closes abruptly,Done,Low,2020-07-05 11:56:00,2023-02-06 11:18:00,General,"When I go to the authentication tab in thea _Options_ menu, I can only see blank entries:!image-2020-07-05-13-54-55-726.png!It worked properly so far."
Sourcetree Repos not showing up in remote tab,Done,Low,2020-07-03 10:50:00,2023-02-06 11:18:00,General,"Hi,I am trying to add a new repo locally, and as such I open a new tab in Sourcetree, click the Remote subtab, and click ""Add an account..."".However, that opens a window named ""Edit Hosting Account"". The *Edit* doesn't really make sense, because I clicked Add button (it's confusing). In addition, under the Credentials section, with OAuth as default value in Authentication, then the Username field is read only.Is this on purpose?The workaround is to change the Authentication to Basic, then edit the Username field (as it becomes editable), then switch Authentication back to OAuth, and finally click Refresh OAuth Token button.a If possible, I will attach a screenshot to show the details.I am using Sourcetree v. *3.3.9* on Windows 10, 64-bit, v1909."
Show In Explorer Context Menu Always Disabled,Done,Low,2020-07-02 18:18:00,2023-02-06 11:18:00,remote,"When I start SourceTree for WInows (Version 3.3.8), the Remote button has a red expalmation mark next to it. When I click it, it says ""Unable to open your web browser to ''git@bitbucket.org:my_repository"", do you have a default web browser set?""I then click ""Cancel"" on the pop-up, Settings on the far right, select my remote, click edit, I DON'T change anything, click OK, click OK and the exclamation mark disappears, I can open my remote repository in the web browser.a a All I do is ""re""save the already existing information. There is nothing new. Why does that change anything?Expected behavior: no opening and saving required, just open the remote in the web browser the first time.a =================By the way: why is version 3.3.8 missing in the ""Affects Versions"" field below? I just chose a random one ..."
crash on checkout by Bitbucket,Done,Low,2020-06-26 04:18:00,2023-02-06 11:18:00,General,"Github desktop has a nice feature that I miss in sourcetree.a  it is the ability to update my branch from the remote master.a  Currently in soucetree I need to switch to the master,a  update the master, switch back to the branch and the merge my locally updated master into the branch.a  This is quite painful for a workflow which needs to be done often.a  This is a 1 click operation in Github desktop."
not saving remote login data,Done,Low,2020-06-25 12:13:00,2023-02-06 11:18:00,Bitbucket,"Hi,a To perform pull,commit or push an error is being thrown that unable to authenticate."
Affected versions for SourceTree for Windows are not up-to-date in Jira,Done,Low,2020-06-19 16:58:00,2023-02-06 11:18:00,UX,"I'd like to reorder my bookmarks under Windows, but this does not appear to be possible. At the top level, bookmarks seem to be arranged alphabetically, and this cannot be changed. Inside a folder, bookmarks are listed in the order that they were added to the folder, and this cannot be changed. An attempt to drag a bookmark within a folder appears to be responsive, but either results in a bookmark not being moved, or the bookmarked being kicked outside of the folder, in which case the order has been messed up. This is extremely frustrating.a Actually using 3.3.4, but that does not appear in the versions popup? The highest version is 3.2.2."
Auto Update/Check For Updates updates only after many weeks/months,Done,Low,2020-06-19 07:18:00,2023-02-06 11:18:00,General,"I don't know when it starts exactly but it would have been a couple of months that sourcetree doesn't update their file status view automatically.I've suffered and waited until this small problem has gone, but it looks not.So I'm here for if the devs even do not notice this problem is.I hope I will not press my F5 key anymore every time I do something with sourcetree.a ps. my sourcetree version is currently 3.3.6 (which is the newest version) but it doesn't appear in the below version list. so I picked the highest version in the list."
Repository does not get deleted as per selected in Local Repositories after filtering,Done,Low,2020-06-19 02:34:00,2023-02-06 11:18:00,branch,"I using Windows and just learned how to use sourcetree. Despite it being a bit better than Github Desktop, the performance is still not good enough. I just played around with a unity project where a record was not inserted in a branch and I had to waste some time merging, discarding and restarting sourcetree. Now I come across yet another case of a record not inserted. This time it's much worse as discarding option is not available. Please do not place this on low priority by saying it's bad design, not a bug and therefore, you can safely ignore this. In the long-term, I already wasted time removing the record and I don't like how you work. You also designed this website so badly so I cannot insert a screenshot for you to see. Just make it compulsory for users to either insert in an existing branch OR force create an extra branch. I'm using the latest 3.2.8."
Finish Feature loosing Feature Name,Done,Low,2020-06-17 03:35:00,2023-02-06 11:18:00,Bitbucket,"Hi,We are experiencing failed authentications with remote Bitbucket repository through SourceTree.Account addition was well authenticated but when pushing/pulling from remote to local repo, it returns an error about incorrect credentials.Image A(Validation that account used was authenticated)!image-2020-06-17-11-31-02-312.png!a Image B(commit not executed due to authentication issue)!image-2020-06-17-11-32-35-455.png!a a "
